"スキル項目コード","専門分野コード"
"S240010020","HI-060-030"
"S240010020","HI-060-040"
"S240010020","HI-060-050"
"S240010020","HI-060-060"
"S240010020","HI-070-010"
"S240010020","HU-070-010"
"S240010020","HU-080-010"
"S240010020","HE-070-010"
"S240010020","HE-070-020"
"S240010020","HE-080-010"
"S240010020","HS-040-010"
"S240010020","HF-010-050"
"S240010020","HF-020-030"
"S240010020","HF-020-050"
"S240010020","HF-030-030"
"S240010020","HF-030-060"
"S240010020","HF-040-030"
"S240010020","HN-010-030"
"S240010020","HN-020-030"
"S240010020","HN-030-030"
"S240010020","HP-010-020"
"S240010020","HP-010-030"
"S240010020","HP-010-090"
"S240010030","HI-040-010"
"S240010030","HI-060-010"
"S240010030","HI-060-020"
"S240010030","HI-060-030"
"S240010030","HI-060-040"
"S240010030","HI-060-050"
"S240010030","HI-060-060"
"S240010030","HI-070-010"
"S240010030","HI-080-010"
"S240010030","HU-070-010"
"S240010030","HU-080-010"
"S240010030","HE-020-010"
"S240010030","HE-020-020"
"S240010030","HE-040-010"
"S240010030","HE-050-010"
"S240010030","HE-060-010"
"S240010030","HE-070-010"
"S240010030","HE-070-020"
"S240010030","HE-080-010"
"S240010030","HS-020-010"
"S240010030","HS-040-010"
"S240010030","HS-050-010"
"S240010030","HF-010-030"
"S240010030","HF-010-050"
"S240010030","HF-020-020"
"S240010030","HF-020-030"
"S240010030","HF-020-050"
"S240010030","HF-030-020"
"S240010030","HF-030-030"
"S240010030","HF-030-060"
"S240010030","HF-040-010"
"S240010030","HF-040-030"
"S240010030","HN-010-030"
"S240010030","HN-020-030"
"S240010030","HN-030-030"
"S240010030","HN-030-050"
"S240010030","HP-010-020"
"S240010030","HP-010-030"
"S240010030","HP-010-090"
"S240010040","HE-020-010"
"S240010040","HE-020-020"
"S240010040","HE-040-010"
"S240010040","HE-050-010"
"S240010040","HE-060-010"
"S240010040","HE-070-010"
"S240010040","HN-030-030"
"S240010040","HP-010-020"
"S240010040","HP-010-030"
"S240010050","HI-060-030"
"S240010050","HE-070-020"
"S240010050","HE-080-010"
"S240010050","HF-010-050"
"S240010050","HF-020-050"
"S240010050","HF-030-060"
"S240010050","HF-040-030"
"S240010050","HN-010-030"
"S240010050","HN-020-030"
"S240010050","HP-010-020"
"S240010050","HP-010-030"
"S240020010","HI-060-010"
"S240020010","HI-060-020"
"S240020010","HI-060-030"
"S240020010","HI-060-040"
"S240020010","HI-060-050"
"S240020010","HI-060-060"
"S240020010","HI-070-010"
"S240020010","HI-100-010"
"S240020010","HU-050-010"
"S240020010","HU-070-010"
"S240020010","HU-080-010"
"S240020010","HU-090-010"
"S240020010","HE-070-010"
"S240020010","HE-070-020"
"S240020010","HE-080-010"
"S240020010","HS-020-010"
"S240020010","HS-030-030"
"S240020010","HS-040-010"
"S240020010","HS-050-010"
"S240020010","HF-010-050"
"S240020010","HF-020-030"
"S240020010","HF-020-050"
"S240020010","HF-030-030"
"S240020010","HF-030-040"
"S240020010","HF-030-060"
"S240020010","HF-040-020"
"S240020010","HF-040-030"
"S240020010","HN-010-030"
"S240020010","HN-020-030"
"S240020010","HN-030-020"
"S240020010","HN-030-030"
"S240020010","HN-030-040"
"S240020010","HP-010-010"
"S240020010","HP-010-020"
"S240020010","HP-010-030"
"S240020010","HP-010-040"
"S240020010","HP-010-050"
"S240020010","HP-010-060"
"S240020010","HP-010-070"
"S240020010","HP-010-080"
"S240020010","HP-010-090"
"S240020010","HP-010-100"
"S240020010","HP-010-110"
"S240020010","HP-010-120"
"S240020010","HP-010-130"
"S240020020","HI-060-010"
"S240020020","HI-060-020"
"S240020020","HI-060-030"
"S240020020","HI-060-040"
"S240020020","HI-060-050"
"S240020020","HI-060-060"
"S240020020","HI-070-010"
"S240020020","HI-100-010"
"S240020020","HU-050-010"
"S240020020","HU-070-010"
"S240020020","HU-080-010"
"S240020020","HU-090-010"
"S240020020","HE-070-010"
"S240020020","HE-070-020"
"S240020020","HE-080-010"
"S240020020","HS-020-010"
"S240020020","HS-030-030"
"S240020020","HS-040-010"
"S240020020","HS-050-010"
"S240020020","HF-010-050"
"S240020020","HF-020-030"
"S240020020","HF-020-050"
"S240020020","HF-030-030"
"S240020020","HF-030-040"
"S240020020","HF-030-060"
"S240020020","HF-040-020"
"S240020020","HF-040-030"
"S240020020","HN-010-030"
"S240020020","HN-020-030"
"S240020020","HN-030-020"
"S240020020","HN-030-030"
"S240020020","HN-030-040"
"S240020020","HP-010-010"
"S240020020","HP-010-020"
"S240020020","HP-010-030"
"S240020020","HP-010-040"
"S240020020","HP-010-050"
"S240020020","HP-010-060"
"S240020020","HP-010-070"
"S240020020","HP-010-080"
"S240020020","HP-010-090"
"S240020020","HP-010-100"
"S240020020","HP-010-110"
"S240020020","HP-010-120"
"S240020020","HP-010-130"
"S240020030","HI-060-010"
"S240020030","HI-060-020"
"S240020030","HI-060-030"
"S240020030","HI-060-040"
"S240020030","HI-060-050"
"S240020030","HI-060-060"
"S240020030","HI-070-010"
"S240020030","HI-100-010"
"S240020030","HU-050-010"
"S240020030","HU-070-010"
"S240020030","HU-080-010"
"S240020030","HU-090-010"
"S240020030","HE-070-010"
"S240020030","HE-070-020"
"S240020030","HE-080-010"
"S240020030","HS-020-010"
"S240020030","HS-030-030"
"S240020030","HS-040-010"
"S240020030","HS-050-010"
"S240020030","HF-010-050"
"S240020030","HF-020-030"
"S240020030","HF-020-050"
"S240020030","HF-030-030"
"S240020030","HF-030-040"
"S240020030","HF-030-060"
"S240020030","HF-040-020"
"S240020030","HF-040-030"
"S240020030","HN-010-030"
"S240020030","HN-020-030"
"S240020030","HN-030-020"
"S240020030","HN-030-030"
"S240020030","HN-030-040"
"S240020030","HP-010-010"
"S240020030","HP-010-020"
"S240020030","HP-010-030"
"S240020030","HP-010-040"
"S240020030","HP-010-050"
"S240020030","HP-010-060"
"S240020030","HP-010-070"
"S240020030","HP-010-080"
"S240020030","HP-010-090"
"S240020030","HP-010-100"
"S240020030","HP-010-110"
"S240020030","HP-010-120"
"S240020030","HP-010-130"
"S240020040","HI-060-010"
"S240020040","HI-060-020"
"S240020040","HI-060-030"
"S240020040","HI-060-040"
"S240020040","HI-060-050"
"S240020040","HI-060-060"
"S240020040","HI-070-010"
"S240020040","HU-050-010"
"S240020040","HU-070-010"
"S240020040","HU-080-010"
"S240020040","HE-070-010"
"S240020040","HE-070-020"
"S240020040","HE-080-010"
"S240020040","HS-020-010"
"S240020040","HS-040-010"
"S240020040","HF-010-050"
"S240020040","HF-020-030"
"S240020040","HF-020-050"
"S240020040","HF-030-030"
"S240020040","HF-030-060"
"S240020040","HF-040-030"
"S240020040","HN-010-030"
"S240020040","HN-020-030"
"S240020040","HN-030-020"
"S240020040","HN-030-030"
"S240020040","HN-030-040"
"S240020040","HP-010-010"
"S240020040","HP-010-020"
"S240020040","HP-010-030"
"S240020040","HP-010-040"
"S240020040","HP-010-050"
"S240020040","HP-010-060"
"S240020040","HP-010-090"
"S240020040","HP-010-110"
"S240020040","HP-010-130"
"S240020050","HI-060-010"
"S240020050","HI-060-020"
"S240020050","HI-060-030"
"S240020050","HI-060-040"
"S240020050","HI-060-050"
"S240020050","HI-060-060"
"S240020050","HI-070-010"
"S240020050","HI-100-010"
"S240020050","HU-050-010"
"S240020050","HU-070-010"
"S240020050","HU-080-010"
"S240020050","HU-090-010"
"S240020050","HE-070-010"
"S240020050","HE-070-020"
"S240020050","HE-080-010"
"S240020050","HS-020-010"
"S240020050","HS-030-030"
"S240020050","HS-040-010"
"S240020050","HS-050-010"
"S240020050","HF-010-050"
"S240020050","HF-020-030"
"S240020050","HF-020-050"
"S240020050","HF-030-030"
"S240020050","HF-030-040"
"S240020050","HF-030-060"
"S240020050","HF-040-020"
"S240020050","HF-040-030"
"S240020050","HN-010-030"
"S240020050","HN-020-030"
"S240020050","HN-030-020"
"S240020050","HN-030-030"
"S240020050","HN-030-040"
"S240020050","HP-010-010"
"S240020050","HP-010-020"
"S240020050","HP-010-030"
"S240020050","HP-010-040"
"S240020050","HP-010-050"
"S240020050","HP-010-060"
"S240020050","HP-010-070"
"S240020050","HP-010-080"
"S240020050","HP-010-090"
"S240020050","HP-010-100"
"S240020050","HP-010-110"
"S240020050","HP-010-130"
"S240020060","HI-060-010"
"S240020060","HI-060-020"
"S240020060","HI-060-030"
"S240020060","HI-060-040"
"S240020060","HI-060-050"
"S240020060","HI-060-060"
"S240020060","HI-070-010"
"S240020060","HI-100-010"
"S240020060","HU-050-010"
"S240020060","HU-070-010"
"S240020060","HU-080-010"
"S240020060","HU-090-010"
"S240020060","HE-070-010"
"S240020060","HE-070-020"
"S240020060","HE-080-010"
"S240020060","HS-020-010"
"S240020060","HS-030-030"
"S240020060","HS-040-010"
"S240020060","HS-050-010"
"S240020060","HF-010-050"
"S240020060","HF-020-030"
"S240020060","HF-020-050"
"S240020060","HF-030-030"
"S240020060","HF-030-040"
"S240020060","HF-030-060"
"S240020060","HF-040-020"
"S240020060","HF-040-030"
"S240020060","HN-010-030"
"S240020060","HN-020-030"
"S240020060","HN-030-020"
"S240020060","HN-030-030"
"S240020060","HN-030-040"
"S240020060","HP-010-010"
"S240020060","HP-010-020"
"S240020060","HP-010-030"
"S240020060","HP-010-040"
"S240020060","HP-010-050"
"S240020060","HP-010-060"
"S240020060","HP-010-080"
"S240020060","HP-010-090"
"S240020060","HP-010-100"
"S240020060","HP-010-110"
"S240020060","HP-010-130"
"S240020070","HI-060-010"
"S240020070","HI-060-020"
"S240020070","HI-060-030"
"S240020070","HI-060-040"
"S240020070","HI-060-050"
"S240020070","HI-060-060"
"S240020070","HI-070-010"
"S240020070","HI-100-010"
"S240020070","HU-050-010"
"S240020070","HU-070-010"
"S240020070","HU-080-010"
"S240020070","HU-090-010"
"S240020070","HE-070-010"
"S240020070","HE-070-020"
"S240020070","HE-080-010"
"S240020070","HS-020-010"
"S240020070","HS-030-030"
"S240020070","HS-040-010"
"S240020070","HS-050-010"
"S240020070","HF-010-050"
"S240020070","HF-020-030"
"S240020070","HF-020-050"
"S240020070","HF-030-030"
"S240020070","HF-030-040"
"S240020070","HF-030-060"
"S240020070","HF-040-020"
"S240020070","HF-040-030"
"S240020070","HN-010-030"
"S240020070","HN-020-030"
"S240020070","HN-030-020"
"S240020070","HN-030-030"
"S240020070","HN-030-040"
"S240020070","HP-010-010"
"S240020070","HP-010-020"
"S240020070","HP-010-030"
"S240020070","HP-010-040"
"S240020070","HP-010-050"
"S240020070","HP-010-060"
"S240020070","HP-010-070"
"S240020070","HP-010-080"
"S240020070","HP-010-090"
"S240020070","HP-010-100"
"S240020070","HP-010-110"
"S240020070","HP-010-120"
"S240020070","HP-010-130"
"S240020080","HI-060-010"
"S240020080","HI-060-020"
"S240020080","HI-060-030"
"S240020080","HI-060-040"
"S240020080","HI-060-050"
"S240020080","HI-060-060"
"S240020080","HI-070-010"
"S240020080","HI-100-010"
"S240020080","HU-050-010"
"S240020080","HU-070-010"
"S240020080","HU-080-010"
"S240020080","HU-090-010"
"S240020080","HE-070-010"
"S240020080","HE-070-020"
"S240020080","HE-080-010"
"S240020080","HS-020-010"
"S240020080","HS-030-030"
"S240020080","HS-040-010"
"S240020080","HS-050-010"
"S240020080","HF-010-050"
"S240020080","HF-020-030"
"S240020080","HF-020-050"
"S240020080","HF-030-030"
"S240020080","HF-030-040"
"S240020080","HF-030-060"
"S240020080","HF-040-020"
"S240020080","HF-040-030"
"S240020080","HN-010-030"
"S240020080","HN-020-030"
"S240020080","HN-030-020"
"S240020080","HN-030-030"
"S240020080","HN-030-040"
"S240020080","HP-010-010"
"S240020080","HP-010-020"
"S240020080","HP-010-030"
"S240020080","HP-010-040"
"S240020080","HP-010-050"
"S240020080","HP-010-060"
"S240020080","HP-010-090"
"S240020080","HP-010-100"
"S240020080","HP-010-110"
"S240020080","HP-010-130"
"S240020090","HI-060-010"
"S240020090","HI-060-020"
"S240020090","HI-060-030"
"S240020090","HI-060-040"
"S240020090","HI-060-050"
"S240020090","HI-060-060"
"S240020090","HI-070-010"
"S240020090","HI-100-010"
"S240020090","HU-050-010"
"S240020090","HU-070-010"
"S240020090","HU-080-010"
"S240020090","HU-090-010"
"S240020090","HE-070-010"
"S240020090","HE-070-020"
"S240020090","HE-080-010"
"S240020090","HS-020-010"
"S240020090","HS-030-030"
"S240020090","HS-040-010"
"S240020090","HS-050-010"
"S240020090","HF-010-050"
"S240020090","HF-020-030"
"S240020090","HF-020-050"
"S240020090","HF-030-030"
"S240020090","HF-030-040"
"S240020090","HF-030-060"
"S240020090","HF-040-020"
"S240020090","HF-040-030"
"S240020090","HN-010-030"
"S240020090","HN-020-030"
"S240020090","HN-030-020"
"S240020090","HN-030-030"
"S240020090","HN-030-040"
"S240020090","HP-010-010"
"S240020090","HP-010-020"
"S240020090","HP-010-030"
"S240020090","HP-010-040"
"S240020090","HP-010-050"
"S240020090","HP-010-060"
"S240020090","HP-010-070"
"S240020090","HP-010-080"
"S240020090","HP-010-090"
"S240020090","HP-010-100"
"S240020090","HP-010-110"
"S240020090","HP-010-120"
"S240020090","HP-010-130"
"S240020100","HI-060-010"
"S240020100","HI-060-020"
"S240020100","HI-060-030"
"S240020100","HI-060-040"
"S240020100","HI-060-050"
"S240020100","HI-060-060"
"S240020100","HI-070-010"
"S240020100","HI-100-010"
"S240020100","HU-050-010"
"S240020100","HU-070-010"
"S240020100","HU-080-010"
"S240020100","HU-090-010"
"S240020100","HE-070-010"
"S240020100","HE-070-020"
"S240020100","HE-080-010"
"S240020100","HS-020-010"
"S240020100","HS-030-030"
"S240020100","HS-040-010"
"S240020100","HS-050-010"
"S240020100","HF-010-050"
"S240020100","HF-020-030"
"S240020100","HF-020-050"
"S240020100","HF-030-030"
"S240020100","HF-030-040"
"S240020100","HF-030-060"
"S240020100","HF-040-020"
"S240020100","HF-040-030"
"S240020100","HN-010-030"
"S240020100","HN-020-030"
"S240020100","HN-030-020"
"S240020100","HN-030-030"
"S240020100","HN-030-040"
"S240020100","HP-010-010"
"S240020100","HP-010-020"
"S240020100","HP-010-030"
"S240020100","HP-010-050"
"S240020100","HP-010-090"
"S240020100","HP-010-100"
"S240020100","HP-010-110"
"S240020100","HP-010-120"
"S240020100","HP-010-130"
"S240020110","HI-060-010"
"S240020110","HI-060-020"
"S240020110","HI-060-030"
"S240020110","HI-060-040"
"S240020110","HI-060-050"
"S240020110","HI-060-060"
"S240020110","HI-070-010"
"S240020110","HI-100-010"
"S240020110","HU-050-010"
"S240020110","HU-070-010"
"S240020110","HU-080-010"
"S240020110","HU-090-010"
"S240020110","HE-070-010"
"S240020110","HE-070-020"
"S240020110","HE-080-010"
"S240020110","HS-020-010"
"S240020110","HS-030-030"
"S240020110","HS-040-010"
"S240020110","HS-050-010"
"S240020110","HF-010-050"
"S240020110","HF-020-030"
"S240020110","HF-020-050"
"S240020110","HF-030-030"
"S240020110","HF-030-040"
"S240020110","HF-030-060"
"S240020110","HF-040-020"
"S240020110","HF-040-030"
"S240020110","HN-010-030"
"S240020110","HN-020-030"
"S240020110","HN-030-020"
"S240020110","HN-030-030"
"S240020110","HN-030-040"
"S240020110","HP-010-010"
"S240020110","HP-010-020"
"S240020110","HP-010-030"
"S240020110","HP-010-040"
"S240020110","HP-010-050"
"S240020110","HP-010-060"
"S240020110","HP-010-080"
"S240020110","HP-010-090"
"S240020110","HP-010-100"
"S240020110","HP-010-110"
"S240020110","HP-010-130"
"S240030010","HI-060-010"
"S240030010","HI-060-020"
"S240030010","HI-060-030"
"S240030010","HI-060-040"
"S240030010","HI-060-050"
"S240030010","HI-060-060"
"S240030010","HI-070-010"
"S240030010","HI-100-010"
"S240030010","HU-070-010"
"S240030010","HU-080-010"
"S240030010","HU-090-010"
"S240030010","HE-070-010"
"S240030010","HE-080-010"
"S240030010","HS-030-030"
"S240030010","HS-050-010"
"S240030010","HF-010-050"
"S240030010","HF-020-030"
"S240030010","HF-020-050"
"S240030010","HF-030-030"
"S240030010","HF-030-040"
"S240030010","HF-030-060"
"S240030010","HF-040-020"
"S240030010","HF-040-030"
"S240030010","HN-010-030"
"S240030010","HN-020-030"
"S240030010","HN-030-020"
"S240030010","HN-030-030"
"S240030010","HN-030-040"
"S240030010","HP-010-010"
"S240030010","HP-010-020"
"S240030010","HP-010-030"
"S240030010","HP-010-050"
"S240030010","HP-010-060"
"S240030010","HP-010-090"
"S240030010","HP-010-100"
"S240030010","HP-010-110"
"S240030010","HP-010-130"
"S240030020","HI-060-010"
"S240030020","HI-060-020"
"S240030020","HI-060-030"
"S240030020","HI-060-040"
"S240030020","HI-060-050"
"S240030020","HI-060-060"
"S240030020","HI-070-010"
"S240030020","HI-100-010"
"S240030020","HU-070-010"
"S240030020","HU-080-010"
"S240030020","HU-090-010"
"S240030020","HE-070-010"
"S240030020","HE-080-010"
"S240030020","HS-030-030"
"S240030020","HS-050-010"
"S240030020","HF-010-050"
"S240030020","HF-020-030"
"S240030020","HF-020-050"
"S240030020","HF-030-030"
"S240030020","HF-030-040"
"S240030020","HF-030-060"
"S240030020","HF-040-020"
"S240030020","HF-040-030"
"S240030020","HN-010-030"
"S240030020","HN-020-030"
"S240030020","HN-030-020"
"S240030020","HN-030-030"
"S240030020","HN-030-040"
"S240030020","HP-010-010"
"S240030020","HP-010-020"
"S240030020","HP-010-030"
"S240030020","HP-010-040"
"S240030020","HP-010-050"
"S240030020","HP-010-060"
"S240030020","HP-010-090"
"S240030020","HP-010-100"
"S240030020","HP-010-110"
"S240030020","HP-010-130"
"S240030030","HI-060-010"
"S240030030","HI-060-020"
"S240030030","HI-060-030"
"S240030030","HI-060-040"
"S240030030","HI-060-050"
"S240030030","HI-060-060"
"S240030030","HI-070-010"
"S240030030","HI-100-010"
"S240030030","HU-050-010"
"S240030030","HU-070-010"
"S240030030","HU-080-010"
"S240030030","HU-090-010"
"S240030030","HE-070-010"
"S240030030","HE-070-020"
"S240030030","HE-080-010"
"S240030030","HS-020-010"
"S240030030","HS-030-030"
"S240030030","HS-040-010"
"S240030030","HS-050-010"
"S240030030","HF-010-050"
"S240030030","HF-020-030"
"S240030030","HF-020-050"
"S240030030","HF-030-030"
"S240030030","HF-030-040"
"S240030030","HF-030-060"
"S240030030","HF-040-020"
"S240030030","HF-040-030"
"S240030030","HN-010-030"
"S240030030","HN-020-030"
"S240030030","HN-030-020"
"S240030030","HN-030-030"
"S240030030","HN-030-040"
"S240030030","HP-010-010"
"S240030030","HP-010-020"
"S240030030","HP-010-030"
"S240030030","HP-010-040"
"S240030030","HP-010-050"
"S240030030","HP-010-060"
"S240030030","HP-010-090"
"S240030030","HP-010-100"
"S240030030","HP-010-110"
"S240030030","HP-010-120"
"S240030030","HP-010-130"
"S240030040","HI-060-010"
"S240030040","HI-060-020"
"S240030040","HI-060-030"
"S240030040","HI-060-040"
"S240030040","HI-060-050"
"S240030040","HI-060-060"
"S240030040","HI-070-010"
"S240030040","HU-050-010"
"S240030040","HU-070-010"
"S240030040","HU-080-010"
"S240030040","HE-070-010"
"S240030040","HE-070-020"
"S240030040","HE-080-010"
"S240030040","HS-020-010"
"S240030040","HS-040-010"
"S240030040","HF-010-050"
"S240030040","HF-020-030"
"S240030040","HF-020-050"
"S240030040","HF-030-030"
"S240030040","HF-030-060"
"S240030040","HF-040-030"
"S240030040","HN-010-030"
"S240030040","HN-020-030"
"S240030040","HN-030-020"
"S240030040","HN-030-030"
"S240030040","HN-030-040"
"S240030040","HP-010-020"
"S240030040","HP-010-030"
"S240030040","HP-010-040"
"S240030040","HP-010-050"
"S240030040","HP-010-060"
"S240030040","HP-010-090"
"S240030040","HP-010-110"
"S240030040","HP-010-130"
"S240030050","HI-060-010"
"S240030050","HI-060-020"
"S240030050","HI-060-030"
"S240030050","HI-060-040"
"S240030050","HI-060-050"
"S240030050","HI-060-060"
"S240030050","HI-070-010"
"S240030050","HI-100-010"
"S240030050","HU-070-010"
"S240030050","HU-080-010"
"S240030050","HU-090-010"
"S240030050","HE-070-010"
"S240030050","HE-080-010"
"S240030050","HS-030-030"
"S240030050","HS-050-010"
"S240030050","HF-010-050"
"S240030050","HF-020-030"
"S240030050","HF-020-050"
"S240030050","HF-030-030"
"S240030050","HF-030-040"
"S240030050","HF-030-060"
"S240030050","HF-040-020"
"S240030050","HF-040-030"
"S240030050","HN-010-030"
"S240030050","HN-020-030"
"S240030050","HN-030-020"
"S240030050","HN-030-030"
"S240030050","HN-030-040"
"S240030050","HP-010-010"
"S240030050","HP-010-030"
"S240030050","HP-010-040"
"S240030050","HP-010-050"
"S240030050","HP-010-060"
"S240030050","HP-010-090"
"S240030050","HP-010-100"
"S240030050","HP-010-110"
"S240030050","HP-010-130"
"S240030060","HI-060-010"
"S240030060","HI-060-020"
"S240030060","HI-060-030"
"S240030060","HI-060-040"
"S240030060","HI-060-050"
"S240030060","HI-060-060"
"S240030060","HI-070-010"
"S240030060","HI-100-010"
"S240030060","HU-050-010"
"S240030060","HU-070-010"
"S240030060","HU-080-010"
"S240030060","HU-090-010"
"S240030060","HE-070-010"
"S240030060","HE-080-010"
"S240030060","HS-020-010"
"S240030060","HS-030-030"
"S240030060","HS-040-010"
"S240030060","HS-050-010"
"S240030060","HF-010-050"
"S240030060","HF-020-030"
"S240030060","HF-020-050"
"S240030060","HF-030-030"
"S240030060","HF-030-040"
"S240030060","HF-030-060"
"S240030060","HF-040-020"
"S240030060","HF-040-030"
"S240030060","HN-010-030"
"S240030060","HN-020-030"
"S240030060","HN-030-020"
"S240030060","HN-030-030"
"S240030060","HN-030-040"
"S240030060","HP-010-010"
"S240030060","HP-010-020"
"S240030060","HP-010-030"
"S240030060","HP-010-040"
"S240030060","HP-010-050"
"S240030060","HP-010-060"
"S240030060","HP-010-090"
"S240030060","HP-010-100"
"S240030060","HP-010-110"
"S240030060","HP-010-130"
"S240030070","HI-060-010"
"S240030070","HI-060-020"
"S240030070","HI-060-030"
"S240030070","HI-060-040"
"S240030070","HI-060-050"
"S240030070","HI-060-060"
"S240030070","HI-070-010"
"S240030070","HU-050-010"
"S240030070","HU-070-010"
"S240030070","HU-080-010"
"S240030070","HE-070-010"
"S240030070","HE-070-020"
"S240030070","HE-080-010"
"S240030070","HS-020-010"
"S240030070","HS-040-010"
"S240030070","HF-010-050"
"S240030070","HF-020-030"
"S240030070","HF-020-050"
"S240030070","HF-030-030"
"S240030070","HF-030-060"
"S240030070","HF-040-030"
"S240030070","HN-010-030"
"S240030070","HN-020-030"
"S240030070","HN-030-020"
"S240030070","HN-030-030"
"S240030070","HN-030-040"
"S240030070","HP-010-020"
"S240030070","HP-010-030"
"S240030070","HP-010-040"
"S240030070","HP-010-050"
"S240030070","HP-010-060"
"S240030070","HP-010-090"
"S240030070","HP-010-110"
"S240030070","HP-010-130"
"S240030080","HI-060-010"
"S240030080","HI-060-020"
"S240030080","HI-060-030"
"S240030080","HI-060-040"
"S240030080","HI-060-050"
"S240030080","HI-060-060"
"S240030080","HI-070-010"
"S240030080","HU-050-010"
"S240030080","HU-070-010"
"S240030080","HU-080-010"
"S240030080","HE-070-010"
"S240030080","HE-070-020"
"S240030080","HE-080-010"
"S240030080","HS-020-010"
"S240030080","HS-040-010"
"S240030080","HF-010-050"
"S240030080","HF-020-030"
"S240030080","HF-020-050"
"S240030080","HF-030-030"
"S240030080","HF-030-060"
"S240030080","HF-040-030"
"S240030080","HN-010-030"
"S240030080","HN-020-030"
"S240030080","HN-030-020"
"S240030080","HN-030-030"
"S240030080","HN-030-040"
"S240030080","HP-010-020"
"S240030080","HP-010-030"
"S240030080","HP-010-040"
"S240030080","HP-010-050"
"S240030080","HP-010-060"
"S240030080","HP-010-090"
"S240030080","HP-010-110"
"S240030080","HP-010-130"
"S240030090","HI-060-010"
"S240030090","HI-060-020"
"S240030090","HI-060-030"
"S240030090","HI-060-040"
"S240030090","HI-060-050"
"S240030090","HI-060-060"
"S240030090","HI-070-010"
"S240030090","HI-100-010"
"S240030090","HU-070-010"
"S240030090","HU-080-010"
"S240030090","HU-090-010"
"S240030090","HE-070-010"
"S240030090","HE-080-010"
"S240030090","HS-030-030"
"S240030090","HS-050-010"
"S240030090","HF-010-050"
"S240030090","HF-020-030"
"S240030090","HF-020-050"
"S240030090","HF-030-030"
"S240030090","HF-030-040"
"S240030090","HF-030-060"
"S240030090","HF-040-020"
"S240030090","HF-040-030"
"S240030090","HN-010-030"
"S240030090","HN-020-030"
"S240030090","HN-030-020"
"S240030090","HN-030-030"
"S240030090","HN-030-040"
"S240030090","HP-010-030"
"S240030090","HP-010-040"
"S240030090","HP-010-050"
"S240030090","HP-010-060"
"S240030090","HP-010-090"
"S240030090","HP-010-100"
"S240030090","HP-010-110"
"S240030090","HP-010-120"
"S240030090","HP-010-130"
"S240040010","HI-060-010"
"S240040010","HI-060-020"
"S240040010","HI-060-030"
"S240040010","HI-060-040"
"S240040010","HI-060-050"
"S240040010","HI-060-060"
"S240040010","HI-070-010"
"S240040010","HI-100-010"
"S240040010","HU-050-010"
"S240040010","HU-070-010"
"S240040010","HU-080-010"
"S240040010","HU-090-010"
"S240040010","HE-070-010"
"S240040010","HE-080-010"
"S240040010","HS-020-010"
"S240040010","HS-030-030"
"S240040010","HS-040-010"
"S240040010","HS-050-010"
"S240040010","HF-010-050"
"S240040010","HF-020-030"
"S240040010","HF-020-050"
"S240040010","HF-030-030"
"S240040010","HF-030-040"
"S240040010","HF-030-060"
"S240040010","HF-040-020"
"S240040010","HF-040-030"
"S240040010","HN-010-030"
"S240040010","HN-020-030"
"S240040010","HP-010-020"
"S240040010","HP-010-030"
"S240040010","HP-010-040"
"S240040010","HP-010-050"
"S240040010","HP-010-060"
"S240040010","HP-010-070"
"S240040010","HP-010-080"
"S240040010","HP-010-090"
"S240040010","HP-010-100"
"S240040010","HP-010-110"
"S240040010","HP-010-130"
"S240040020","HI-060-010"
"S240040020","HI-060-020"
"S240040020","HI-060-030"
"S240040020","HI-060-040"
"S240040020","HI-060-050"
"S240040020","HI-060-060"
"S240040020","HI-070-010"
"S240040020","HU-070-010"
"S240040020","HU-080-010"
"S240040020","HE-070-010"
"S240040020","HE-080-010"
"S240040020","HF-010-050"
"S240040020","HF-020-030"
"S240040020","HF-020-050"
"S240040020","HF-030-030"
"S240040020","HF-040-030"
"S240040020","HN-010-030"
"S240040020","HN-020-030"
"S240040020","HP-010-030"
"S240040020","HP-010-040"
"S240040020","HP-010-050"
"S240040020","HP-010-060"
"S240040020","HP-010-090"
"S240040020","HP-010-110"
"S240040020","HP-010-130"
"S240040030","HI-060-010"
"S240040030","HI-060-020"
"S240040030","HI-060-030"
"S240040030","HI-060-040"
"S240040030","HI-060-050"
"S240040030","HI-060-060"
"S240040030","HI-070-010"
"S240040030","HI-100-010"
"S240040030","HU-050-010"
"S240040030","HU-070-010"
"S240040030","HU-080-010"
"S240040030","HU-090-010"
"S240040030","HE-070-010"
"S240040030","HE-080-010"
"S240040030","HS-020-010"
"S240040030","HS-030-030"
"S240040030","HS-040-010"
"S240040030","HS-050-010"
"S240040030","HF-010-050"
"S240040030","HF-020-030"
"S240040030","HF-020-050"
"S240040030","HF-030-030"
"S240040030","HF-030-040"
"S240040030","HF-030-060"
"S240040030","HF-040-020"
"S240040030","HF-040-030"
"S240040030","HN-010-030"
"S240040030","HN-020-030"
"S240040030","HP-010-020"
"S240040030","HP-010-030"
"S240040030","HP-010-040"
"S240040030","HP-010-050"
"S240040030","HP-010-060"
"S240040030","HP-010-080"
"S240040030","HP-010-090"
"S240040030","HP-010-100"
"S240040030","HP-010-110"
"S240040030","HP-010-130"
"S240040040","HI-060-010"
"S240040040","HI-060-020"
"S240040040","HI-060-030"
"S240040040","HI-060-040"
"S240040040","HI-060-050"
"S240040040","HI-060-060"
